Date,Price,Open,High,Low,Vol.,Change %
2/4/2020,68960,"68,346","68,960","67,347",1.43M,1.24%
2/5/2020,68269,"69,267","69,421","68,192",933.15K,-1.00%
2/6/2020,68653,"68,346","69,805","68,192",1.14M,0.56%
2/7/2020,69114,"68,960","69,728","68,346",1.49M,0.67%
2/10/2020,68269,"68,499","68,730","67,962",774.61K,-1.22%
2/11/2020,68499,"68,346","68,730","68,269",663.79K,0.34%
2/12/2020,68653,"68,960","68,960","68,422",778.04K,0.22%
2/13/2020,68576,"68,499","68,730","68,192",808.05K,-0.11%
2/14/2020,68576,"68,346","68,960","68,346",552.25K,0.00%
2/17/2020,68653,"68,576","69,037","68,422",438.82K,0.11%
2/18/2020,68653,"68,806","68,806","68,346",552.35K,0.00%
2/19/2020,68730,"68,346","68,730","68,346",336.88K,0.11%
2/20/2020,68730,"68,883","69,421","68,499",690.47K,0.00%
2/21/2020,68346,"68,730","68,730","68,346",1.15M,-0.56%
2/24/2020,66963,"66,042","67,578","66,042",1.27M,-2.02%
2/25/2020,66195,"66,042","66,810","65,888",1.57M,-1.15%
2/26/2020,65274,"66,042","66,042","64,506",1.48M,-1.39%
2/27/2020,64506,"64,506","64,967","63,661",1.57M,-1.18%
2/28/2020,63277,"61,511","64,045","61,511",2.18M,-1.91%
3/2/2020,62817,"62,586","63,124","62,433",853.62K,-0.73%
3/3/2020,63124,"64,122","64,122","63,124",1.08M,0.49%
3/4/2020,62740,"62,970","62,970","62,202",742.03K,-0.61%
3/5/2020,63815,"63,124","64,199","63,124",1.06M,1.71%
3/6/2020,64890,"63,738","65,811","62,970",1.13M,1.68%
3/9/2020,60359,"60,666","62,125","60,359",1.54M,-6.98%
3/10/2020,61357,"59,898","61,357","57,902",1.83M,1.65%
3/11/2020,59130,"61,741","61,741","57,134",2.30M,-3.63%
3/12/2020,55060,"55,291","56,059","55,060",2.02M,-6.88%
3/13/2020,54523,"51,221","56,059","51,221",2.37M,-0.98%
3/16/2020,51528,"54,523","54,523","51,067",1.30M,-5.49%
3/17/2020,51835,"48,840","51,835","48,840",1.74M,0.60%
3/18/2020,53217,"52,219","54,293","52,219",1.40M,2.67%
3/19/2020,50683,"51,682","52,757","50,683",1.52M,-4.76%
3/20/2020,47228,"50,683","50,914","47,228",3.53M,-6.82%
3/23/2020,43925,"44,233","44,924","43,925",2.39M,-6.99%
3/24/2020,44540,"43,925","44,847","43,465",1.91M,1.40%
3/25/2020,47612,"46,076","47,612","45,845",2.34M,6.90%
3/26/2020,48533,"47,612","49,685","47,228",1.89M,1.93%
3/27/2020,49224,"48,610","50,606","47,995",2.00M,1.42%
3/30/2020,46844,"46,152","47,151","45,922",2.09M,-4.84%
3/31/2020,47612,"47,228","49,224","46,076",1.22M,1.64%
4/1/2020,49915,"47,228","50,606","47,228",1.57M,4.84%
4/3/2020,50299,"49,915","50,914","49,147",2.20M,0.77%
4/6/2020,52219,"51,835","52,449","50,683",2.69M,3.82%
4/7/2020,52373,"52,219","52,987","51,298",2.26M,0.29%
4/8/2020,51835,"51,451","52,373","51,298",2.27M,-1.03%
4/9/2020,54523,"52,219","55,291","52,219",2.29M,5.19%
4/10/2020,54216,"54,523","55,214","53,448",2.04M,-0.56%
4/13/2020,54369,"54,216","55,137","53,755",1.34M,0.28%
4/14/2020,53678,"54,139","54,369","52,066",2.48M,-1.27%
4/15/2020,54446,"53,525","54,753","53,525",1.30M,1.43%
4/16/2020,54676,"53,755","54,676","53,601",1.35M,0.42%
4/17/2020,54830,"54,907","55,137","54,446",1.88M,0.28%
4/20/2020,55214,"55,060","55,598","54,369",1.31M,0.70%
4/21/2020,54907,"54,523","54,907","52,066",2.76M,-0.56%
4/22/2020,53217,"52,987","54,600","52,987",2.06M,-3.08%
4/23/2020,53141,"54,523","54,523","52,833",1.53M,-0.14%
4/24/2020,52910,"53,141","53,448","51,835",1.24M,-0.43%
4/27/2020,51298,"53,678","53,678","51,298",3.25M,-3.05%
4/28/2020,51451,"51,298","52,603","50,069",2.62M,0.30%
4/29/2020,52219,"51,451","52,296","51,451",1.94M,1.49%
5/4/2020,51758,"52,219","52,296","51,298",1.09M,-0.88%
5/5/2020,51298,"51,682","51,989","51,298",1.29M,-0.89%
5/6/2020,51912,"51,682","51,989","51,067",1.09M,1.20%
5/7/2020,53525,"52,066","53,525","51,989",2.47M,3.11%
5/8/2020,56443,"53,755","56,980","53,601",4.93M,5.45%
5/11/2020,57211,"56,443","57,211","55,675",2.16M,1.36%
5/12/2020,58055,"57,287","58,363","57,134",2.81M,1.48%
5/13/2020,58055,"58,055","58,746","55,291",2.36M,0.00%
5/14/2020,58363,"57,595","58,670","57,518",2.71M,0.53%
5/15/2020,58363,"58,670","58,746","58,055",2.04M,0.00%
5/18/2020,60282,"58,593","60,666","58,209",1.28M,3.29%
